SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
BASE TABLE,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
BASE TABLE,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
SYSTEM VIEW,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
BASE TABLE,1
VIEW,1
VIEW,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
VIEW,1
BASE TABLE,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
VIEW,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
VIEW,1
BASE TABLE,1
BASE TABLE,1
VIEW,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
BASE TABLE,1
BASE TABLE,1
VIEW,1
BASE TABLE,1
BASE TABLE,1
VIEW,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
BASE TABLE,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
VIEW,1
